,lf_pm10_o,lf_pm10_p,ucm_pm10_o,ucm_pm10_p,utal_pm10_o,utal_pm10_p,lf_pm2_5_o,lf_pm2_5_p,ucm_pm2_5_o,ucm_pm2_5_p,utal_pm2_5_o,utal_pm2_5_p
317,91.0,111.02650574317155,33.0,26.16713816765736,39.0,37.46443676492791,90.0,64.13748822076823,7.0,11.040014045082987,20.0,35.13895830120006
318,79.0,92.85567865446394,27.0,27.96519298910173,30.0,33.41029199101791,78.0,58.19884011423187,9.0,9.55503210369583,14.0,30.3607559089435
319,108.0,109.36904126946963,24.0,26.57752192714373,27.0,27.954031918049427,85.0,74.80538317624475,8.0,8.421041697793532,11.0,25.163502253608105
320,83.0,104.79343495110417,19.0,29.000659437834816,42.0,39.532969604647135,82.0,61.83603547482187,10.0,7.349647848668145,26.0,37.24201365801403
321,63.0,81.72257859400112,21.0,31.978741990810168,31.0,27.41288309269501,62.0,43.16266069993428,15.0,10.0965482167917,11.5,31.819229087985686
322,73.0,67.69130828350117,19.0,27.276682552475,19.0,15.9833288037609,41.0,40.754400526864835,18.0,10.000288338690282,12.0,19.15485294411146
323,154.0,99.16544063311946,21.0,18.664686504638738,31.0,24.39242096954454,65.0,96.70688942682897,7.0,10.899602616556129,21.0,28.222882608822275
324,149.0,143.7512405604882,35.0,40.36861584406131,41.0,48.96897538828147,114.0,108.4566029933512,31.0,29.340489538135476,31.0,36.7602694404529
325,195.0,183.88531853107332,32.0,29.593016670959134,48.0,52.245465184022606,144.0,136.57315998908408,18.0,24.208573743673522,40.0,38.64489483704881
326,162.0,183.25212414561992,15.0,22.547993007287136,19.0,20.22630010121304,146.0,118.66026664531933,12.0,10.412350446776571,14.0,23.66301490688813
327,119.0,148.81172076920828,13.0,21.26571878867981,20.0,21.512432962262363,118.0,90.97220409754073,12.0,8.108258947294692,14.0,19.119386764371548
328,89.0,114.35664250737484,16.0,19.343556395141505,49.0,53.91930469058977,88.0,69.200771524374,12.0,19.22393437065697,40.0,41.05061656652834
329,17.0,20.01155552405517,16.0,18.085532101424803,19.0,20.398939696699088,1.0,8.306492414676146,4.0,5.001818564155071,3.0,12.506009454918356
330,34.0,22.859493474109403,30.0,20.7741539044927,62.0,57.904647731666934,1.0,16.49646656321066,7.0,23.59957025945743,33.0,37.07374052470134
331,27.0,24.39693991612959,82.0,36.21965366647683,97.0,89.18197605452733,1.0,16.566109768293554,22.0,44.31851263562525,66.0,72.46247461209042
332,25.0,22.180134804322734,35.0,30.113948565627187,133.0,100.15152217875875,11.0,16.141353597459887,15.0,15.838409859431266,75.0,95.44264023256567
333,20.0,28.46081646517196,75.0,47.22594400088394,140.0,108.84951359189542,15.0,16.752196850986408,31.0,43.914590290922185,88.0,98.22930869132624
334,161.0,116.48433832937042,41.0,36.5142660233761,56.0,48.03131534967798,99.0,111.06602876174847,21.0,21.23440372199097,37.0,44.02134522094458
335,145.0,124.31938335138331,24.0,32.096194779964605,37.0,40.77109037570901,105.0,100.18504669923077,17.0,15.523098962580862,28.0,33.87691592821368
336,61.0,40.05122509852582,21.0,28.680793397198368,44.0,35.84446267178334,16.0,32.273122740227905,12.0,16.63893712198311,23.0,33.52585499914838
337,112.0,99.51239843595556,57.0,45.37293343794194,72.0,45.469061782370204,61.0,77.7439178298505,27.0,35.59419105212922,31.0,53.71892349118522
338,246.0,193.03238295122713,46.0,44.0299947682667,129.0,92.23487197757078,153.0,168.8509681172616,32.0,31.791930020854938,77.0,104.4877977369734
339,129.0,170.16798183525992,117.0,112.91725686093983,108.0,85.2838978099054,128.0,98.71762099328325,93.0,83.23174801216754,68.0,92.4310942478293
340,287.0,202.24858788208934,101.0,107.89180863033532,139.0,131.67121769373014,176.0,196.86656627002242,85.0,73.5232710366711,105.0,106.66838082180892
341,202.0,257.04831434786433,108.0,84.27169755482126,195.0,198.54506547732353,201.0,145.05498083332904,66.0,83.76026900322935,164.0,138.41152661891417
342,133.0,166.1224503908729,123.0,107.12773827112053,187.0,193.7141276068615,132.0,96.87388638916647,91.0,95.03496897069752,165.0,144.94879624112275
343,24.0,24.133736810640404,43.0,54.77067351084087,33.0,48.904917168528755,9.0,16.595867018288384,28.0,19.2658205462003,20.0,20.39213351301867
344,14.0,21.560258791919082,52.0,61.33578487224389,50.0,58.340076549714254,6.0,11.815638797292163,34.0,30.130720003793257,31.0,32.83239538014175
345,17.0,16.970070968092532,76.0,83.6580459828088,153.0,157.1954673240432,3.0,14.26396071561225,52.0,50.51145534922898,121.0,126.53151829179677
346,18.0,21.24267926469402,68.0,72.11206553528021,158.0,165.51036686760744,1.0,17.12433616744547,47.0,48.59336280525369,135.0,126.8254773652541
347,15.0,14.689301514111648,57.0,76.9415326680672,95.0,88.29862848482912,1.0,13.295757949426559,51.0,44.22430851486105,68.0,80.74382920521822
348,10.0,17.680953074584515,71.0,76.0264254241284,121.0,109.14056537041719,8.0,10.221354665127599,50.0,56.75324728935955,86.0,105.3963787708361
349,13.0,17.94323366030462,75.0,83.7394216132717,95.0,85.87062035859208,7.0,10.808494811955569,56.0,55.5088895059336,63.0,85.5306443566486
350,28.0,34.701780170007915,46.0,55.949375835668114,50.0,51.733189768129165,20.0,17.12112343923185,32.0,29.835616093214007,31.0,41.34808374432912
351,74.0,53.74442132985747,68.0,67.28514902208057,64.0,63.5377566520728,40.0,44.584050394312335,45.0,48.63649234994586,46.0,52.70738692743035
352,75.0,78.79000497165953,54.0,68.34003620795274,58.0,58.997280135805816,60.0,46.79283880065989,45.0,44.541070356892575,43.0,50.17301242770418
353,114.0,105.04054196686059,32.0,45.967070923352566,37.0,45.32602759973521,86.0,74.3997018674599,27.0,25.203277663515177,29.0,36.528387509812376
354,132.0,136.92508749964315,27.0,35.91351189803211,34.0,38.024568873130534,113.0,87.18846478326171,20.0,23.955048262631657,23.0,35.513756480498955
355,204.0,189.23393625225717,19.0,37.900313429980145,28.0,34.819461260544074,153.0,138.30318408348833,18.0,20.585339499528725,20.0,30.805879750623294
356,154.0,180.2269331656332,21.0,35.841378486656836,16.0,25.95874095603814,153.0,106.53626026394687,15.0,22.84450183603048,11.0,24.406026754534054
357,59.0,45.524035793814015,29.0,39.73382300075443,39.0,37.84880136583246,24.0,39.631370075099724,21.0,13.630451040845216,19.0,30.688816352040245
358,136.0,85.22062117078792,27.0,34.13047326643297,52.0,48.20537893687954,68.0,93.0072657868172,15.0,14.101321696006885,35.0,37.25812309154827
359,172.0,139.15168722529762,16.0,27.052930526259708,86.0,87.78857230085097,110.0,114.98958051770444,4.5,11.028418658993779,60.0,68.34207648483658
360,144.0,156.24980432450545,65.0,49.688683071418296,127.0,114.33079250468063,137.0,115.1314949152247,31.0,43.14615541229768,90.0,102.89600994533342
361,118.0,148.23649843821033,82.0,55.27585828353645,158.0,156.9845548749191,113.0,90.64362582659452,37.0,52.027845909302116,135.0,123.37305287745573
362,99.0,144.83710718174763,96.0,67.69363087272225,170.0,173.78420513371688,115.0,76.44343014985442,50.0,58.617134146107475,143.0,124.2025890020884
363,91.0,132.9313223032829,60.0,57.90382694612708,93.0,97.26773251755756,98.0,72.71774679186407,39.0,39.831452050864854,74.0,77.37953303372554
364,10.0,26.377372255533466,35.0,44.203793806927266,58.0,60.31618357152571,7.5,8.53054846311632,26.0,22.340530534023934,40.0,53.331665415229466
365,174.0,59.12480345749031,49.0,40.71791394093873,81.0,67.89846502082614,34.5,114.03885741299403,20.0,30.283192734391186,53.0,70.25677359498515
366,270.0,66.22788181785062,52.0,49.25283079558838,106.0,86.63913283905293,34.5,202.8123501927398,29.0,35.60202601932714,71.0,92.22249291099055
367,227.0,69.54912006861717,82.0,69.422886622919,113.0,108.68894677179648,34.5,174.44298445556237,48.0,58.963070935386,85.0,92.12195928532705
368,264.0,303.1375237907578,63.0,66.18201945569376,83.0,73.45684365155753,260.0,205.14012071396473,43.0,42.03423398032573,60.0,75.57376384955651
369,364.0,352.6297606049749,41.0,48.108842949582034,69.0,59.36716694169677,331.0,263.64970074013144,32.0,32.8309586064821,46.0,65.15419603344463
370,103.0,249.63177295640247,32.0,46.17483472658279,72.0,59.55314592843196,200.0,91.12414357009237,31.0,27.965860434852036,46.0,69.21033734037577
371,141.0,113.19721320438549,35.0,32.86005708292238,30.0,30.065781121415178,85.0,105.5307511099306,20.0,24.47963102746002,17.0,24.876216305957193
372,229.0,186.17522144886524,49.0,47.73653481468698,50.0,43.349926429955815,149.0,177.67526263996564,33.0,29.298901778390814,31.0,43.00512008828271
373,326.0,231.11073842830163,63.0,45.435769182122385,87.0,83.10148024955807,198.0,233.96673473124608,34.0,50.35398203156075,64.0,68.65463678120155
374,447.0,377.3560685166427,49.0,45.27025994823809,72.0,65.91659654899215,313.0,313.8936663122449,31.0,32.19407977250911,54.0,61.505210284757204
375,356.0,382.2968492212099,49.0,42.977860643396454,86.0,75.21624403106586,336.0,278.33232718016325,28.0,30.88916120294916,60.0,68.29624076651183
376,440.0,446.95416057072214,50.0,45.004739713923875,122.0,128.3145796487778,371.0,322.8807143061844,32.0,35.348886451410834,111.0,98.59788113828182
377,339.0,449.55556332454285,112.0,101.10870299071073,72.0,68.10584240352372,372.0,244.13889537765377,91.0,79.52114447885313,57.0,59.01564047783295
378,137.0,102.78797304767983,151.0,174.95039066818703,114.0,145.40320960484723,77.0,99.66363371746077,116.0,118.21237206013595,85.0,88.01315146056254
379,236.0,167.0769076036278,216.0,225.54070008803572,225.0,235.3256574395725,136.0,168.5868228771591,183.0,180.58143156484664,173.0,180.16174090094944
380,324.0,207.615001730671,422.0,397.93345655731247,431.0,368.3728114470467,180.0,230.13710451444427,390.0,342.4620112597982,364.0,330.46736970787913
381,305.0,302.2387148047243,318.0,332.1516882261558,302.0,319.486491821262,250.0,230.82017648980684,276.0,257.9812320383238,273.0,249.5605653552694
382,202.0,264.0069675381716,186.0,196.65878080689532,125.0,158.41526545099254,212.0,152.65747704873638,154.0,148.07002097189792,117.0,115.771750319009
383,107.0,186.91165239024033,148.0,187.2974280206435,158.0,202.73853435117138,154.0,87.75272963912285,137.0,126.40952605656811,142.0,137.21606650814692
384,65.0,152.43995601076733,148.0,172.37948401757643,151.0,211.45460729211496,117.0,49.202358451592836,126.0,126.7075914417801,150.0,134.06082783577318
385,53.0,82.42594944180601,43.0,87.19315970601701,66.0,74.58583160411509,55.0,46.11997695621625,31.0,29.347522759608314,37.0,44.5979172639301
386,70.0,104.38041871852877,89.0,98.44456299076546,106.0,103.87257404721245,73.0,57.255883530196826,47.0,61.843609424213525,57.0,82.30734630421337
387,73.0,92.69966010999858,232.0,217.1432921221536,142.0,142.63104606166763,69.0,62.35674476000216,170.0,181.5820431146708,91.0,116.42677369056919
388,96.0,97.77997329392653,255.0,233.4056638510906,237.0,242.20451919405352,72.0,77.8760079861643,189.0,196.09383785248042,197.0,189.5305532568219
389,138.0,133.78629869404836,175.0,168.13659050295377,269.0,229.95771619160828,98.0,111.41374422189162,129.0,139.37449885491327,190.0,216.46338833195398
390,211.0,192.15004840115927,187.0,206.93837122579978,295.0,282.69489178044273,152.0,152.72664392877715,164.0,153.09116820238478,239.0,236.7218271969608
391,191.0,238.92738192109695,189.0,180.9966437195871,251.0,230.02256749192034,179.0,135.32678845636633,145.0,147.1608173562131,193.0,210.87408531420914
392,77.0,52.55375539784974,43.0,77.02976125573235,62.0,86.37471023339538,31.0,59.234927703755076,31.0,31.59765767285069,34.0,44.34112087007138
393,127.0,107.80044367680799,131.0,140.30885308227263,124.0,133.8634652075224,77.0,92.47874769584894,88.0,94.17343458599838,85.0,99.45114544211438
394,105.0,140.05589169488982,189.0,218.5640188884218,165.0,182.24684643547573,97.0,82.8503648755943,164.0,138.22429892936978,113.0,139.04355051487374
395,214.0,179.2831552657811,225.0,231.50538914868122,147.0,158.2197050222842,138.0,158.41775290270382,186.0,167.68712891080622,110.0,133.2204980493832
396,293.0,262.0277466431033,257.0,283.75818731535355,215.0,248.2564406901281,204.0,214.67164319992344,219.0,205.84587327882818,170.0,180.85796169102306
397,141.0,212.9457402922244,202.0,208.65637314578905,211.0,237.10784389840538,170.0,106.59062309207864,159.0,158.70310204035886,194.0,179.62686276574382
398,140.0,198.26071746229042,225.0,236.39185802622885,232.0,262.1886115521871,153.0,113.46532571659691,189.0,184.10786809059914,227.0,195.75898098296045
399,64.0,57.502706317536585,120.0,154.63915553621106,84.0,108.25957163435527,47.0,46.75229043236992,100.0,91.92139978207314,63.0,58.40096978209553
400,43.0,52.82868958921652,172.0,205.41819813449928,112.0,145.66391191845707,35.0,34.78744747584638,153.0,140.03535558469957,91.0,93.56630237695332
401,110.0,81.44450262331415,260.0,293.56366451201376,151.0,155.76050492028727,67.0,82.91691950579465,229.0,208.35149473121635,116.0,133.73105304715443
402,112.0,123.00289998447703,393.0,387.5728641643287,120.0,134.62264866464002,94.0,84.11215404277903,343.0,303.4007716631972,93.0,111.17446860712487
403,56.0,88.33700547404024,266.0,290.749333246531,166.0,215.86643488245414,77.0,35.95800222944734,240.0,223.60641771973982,155.0,144.01089291611893
404,48.0,69.10892874533982,167.0,191.99993341374108,98.0,121.53964051572584,58.0,42.247127457698454,148.0,142.88878983296195,80.0,95.37546805235894
405,10.0,44.98493931725293,224.0,256.92247867468427,112.0,137.58147191172617,34.0,16.34862758449624,208.0,190.79579908254917,97.0,104.2728086943051
406,33.0,18.981279474215057,54.0,85.88991410316133,83.0,104.5238142702888,8.0,22.37062842433736,35.0,44.37450698444037,68.0,67.6168239364239
407,68.0,48.60376824315007,101.0,116.27338290643739,128.0,120.27647348361643,37.0,48.72632011222714,78.0,79.44793811350554,94.0,110.27747673508362
408,135.0,105.2009353283681,238.0,235.4382913298953,134.0,111.24142890132079,80.0,99.5315691931913,200.0,189.04301055606012,86.0,115.57754136758943
409,182.0,145.52715490297066,235.0,231.74827510502058,138.0,115.9605800144571,130.0,134.88386776716027,195.0,188.52936714004184,94.0,115.24995095327665
410,402.0,286.2781048080925,244.0,234.35684947842856,153.0,161.8953900180296,246.0,265.87327426673903,197.0,199.07153946146815,131.0,134.4561524722771
411,369.0,352.386827652178,65.0,98.05126473475687,78.0,89.80487243419009,317.0,283.60753656937527,56.0,62.33990021070769,71.0,72.48051589362952
412,80.0,223.52515741291936,50.0,85.45890157663587,50.0,63.80365980714987,204.0,78.21667500412924,49.0,50.87618199869076,48.0,48.580517916371136
413,48.0,21.552365167853317,117.0,122.56826111703344,109.0,114.71769889262444,3.0,29.432332447338567,102.0,92.15580463701954,89.0,82.44777059867283
414,86.0,46.74149741816946,112.0,114.4892499381603,106.0,118.77438005861492,25.0,61.192618648232475,94.0,83.95971158183983,94.0,87.5483027333333
415,117.0,97.09265351925151,87.0,87.29893284171902,69.0,71.56341361825766,60.0,90.35417688324212,64.0,66.03794627526143,57.0,62.5788886078187
416,314.0,191.34931660766557,63.0,77.4406222185739,61.0,62.27129607519569,156.0,230.9182963740902,56.0,53.69452336682053,51.0,56.80099814638467
417,466.0,350.1551534076562,68.0,81.29978941038185,53.0,54.42194442266525,302.0,347.39795886100336,55.0,57.011939083979016,42.0,50.73124706980262
418,304.0,348.4209387657029,46.0,62.45701741013521,47.0,46.66102046563688,287.0,230.4998907405424,40.0,46.00121364077538,37.0,44.46952781540935
419,263.0,342.1718547176824,41.0,61.83278467601983,49.0,44.5899151286173,285.0,195.6451898142816,31.0,42.54195877161351,33.0,47.79943063847998
420,53.0,33.986612205010616,102.0,91.67309589803449,66.0,55.877652109196504,14.0,36.917847852451295,69.0,70.22531807856903,39.0,51.99450409574086
421,89.0,49.971227463073554,76.0,70.94961343550818,75.0,66.49005026741584,35.0,60.70737489917705,49.0,53.07027569543183,43.0,60.943050226272156
422,68.0,76.5444634249184,114.0,88.19782667495207,138.0,116.9822158841346,53.0,48.9187582126676,66.0,83.44170144459875,97.0,105.24293753817697
423,152.0,117.49040338911101,123.0,103.39206963102141,197.0,128.25267738813108,94.0,112.76133197598037,85.0,86.79520752425906,105.0,147.54618904541198
424,196.0,191.92377972435415,49.0,51.42697088450096,69.0,72.63131389925292,143.0,142.50178207652706,34.0,41.51556212932798,54.0,59.931731463067365
425,96.0,158.16383979440153,35.0,47.31032272788549,47.0,58.60969482889596,120.0,76.18390495703628,28.0,29.519053774405254,41.0,44.01371452052446
426,84.0,103.4623149352781,33.0,50.132415405066965,46.0,47.27682550215151,84.0,69.84149461854088,32.0,26.75003909569884,34.0,45.33949815904457
427,70.5,62.84474127143439,39.0,48.754666046644545,68.0,65.15304435030697,28.0,59.72692578907704,28.0,26.924424110859757,48.0,55.47126319744946
428,70.5,97.219863721349,57.0,56.85994034274419,84.0,84.78950815216251,63.0,60.40083219350453,35.0,33.20979962142332,66.0,71.54158777952853
429,70.5,182.9567023676908,49.0,61.06262099780728,89.0,94.82088211555347,155.0,71.90188031467147,32.0,42.68306395241504,71.0,74.40028041360966
430,501.0,364.29228959723065,54.0,71.86079636388288,78.0,73.6689419933532,319.0,375.5622459038101,41.0,35.21552549315691,57.0,69.06966364138921
431,169.0,300.17748288543555,68.0,69.23911394718543,80.0,73.03982853020148,260.0,138.04528216949183,47.0,42.2752455283464,54.0,69.51780197767383
432,262.0,293.16738582325127,55.0,60.29077103907977,99.0,76.00549963762089,252.0,205.62950606281157,39.0,36.41537159553032,60.0,87.63520228132035
433,263.0,319.43627621965106,52.0,56.61444524292952,69.0,75.60924365200088,269.0,198.28046165795917,38.0,38.89641342407368,56.0,65.487279256152
434,127.0,99.09328514986414,29.0,40.853841360078604,86.0,76.35572283588269,71.0,97.97498357836079,19.0,23.624188168989736,57.0,63.953915210619726
435,197.0,136.31988148681128,54.0,48.13516661917242,95.0,80.7266881605882,107.0,145.45728457631887,30.0,42.74094272353132,57.0,77.53350575905297
436,214.0,210.53294662070746,101.0,73.47426906438372,84.0,81.13886695656967,167.0,161.36164866917136,52.0,69.17667460276613,68.0,67.4297760136426
437,215.0,226.18192196510287,65.0,57.62962581685804,67.0,62.579121057076875,187.0,166.56572375419262,37.0,43.96592395427139,51.0,56.08638475453348
438,382.0,355.6315737049712,63.0,62.423357343209176,76.0,80.71708454917666,281.0,307.84198071969786,42.0,41.76833750966195,63.0,66.08164942231929
439,220.0,318.57227937508264,41.0,49.76172339579182,75.0,64.1299495054566,274.0,185.78096219566558,32.0,29.76935007245833,51.0,66.89394271790144
440,132.0,229.9830896927291,41.0,45.68513354174086,81.0,75.01466106317784,194.0,115.80513334392086,32.0,34.55867757484839,63.0,68.17875268913409
441,71.0,50.19845811610625,10.0,25.26221760566572,26.0,26.686113995517736,27.0,62.43900401921488,6.0,2.470463055212507,11.0,15.941875273823058
442,235.0,144.8582379644804,16.0,25.399655848982277,64.0,62.85869951164101,119.0,176.8639614663599,6.0,5.214037006838764,40.0,46.07234565558104
443,326.0,271.32523517602965,32.0,34.52907027311265,55.0,54.9690473636997,213.0,234.92744347897136,15.0,12.114167333628407,33.0,42.1095056514333
444,420.0,368.383432986452,32.0,34.65346677114468,36.0,42.925070976080434,319.0,339.89489557129036,15.0,19.459618005167705,20.0,24.54548394189864
445,521.0,520.3836051404426,19.0,27.174807435059403,50.0,53.18422027401771,451.0,383.69357880268933,9.0,8.43749185605478,33.0,37.72465850067563
446,323.0,422.6440779311828,19.0,27.57074211034696,42.0,46.99740096020441,355.0,241.44620289108462,9.0,9.88938097412781,26.0,33.48183098303094
447,513.0,540.1486765531538,30.0,33.51984122201237,41.0,44.79130181575262,432.0,390.50029222057043,15.0,14.261439281044503,26.0,33.37018871722641
448,102.0,42.05937100636704,21.0,33.824129429413595,33.0,30.37867375358093,3.0,89.75495135750586,15.0,13.91884288624801,17.0,24.206138785932968
449,177.0,82.6326466855568,41.0,52.205852586156226,53.0,38.981541175977824,41.0,150.23744892447777,32.0,24.293142087004263,28.0,41.35691160302456
450,226.0,139.06872984218472,43.0,48.89143401979366,30.0,24.821108752484825,104.0,198.7270360468012,29.0,25.85693200268886,14.0,27.416227712695054
451,295.0,286.8995631588208,57.0,64.09749391998035,69.0,62.676074704644016,208.0,220.39003373275514,45.0,35.84902519445804,51.0,55.72408848641359
452,154.0,226.73495822249916,52.0,58.57294879827986,81.0,81.85153712319033,185.0,143.9389398467473,39.0,36.15217114280764,66.0,64.26160443513547
453,123.0,211.8922241099559,63.0,61.98075430968966,58.0,56.92006724373867,160.0,111.93122428412394,45.0,42.217629903073586,43.0,50.68872782296164
454,72.0,152.3667951406806,320.0,321.0307984427591,81.0,84.6072187466765,122.0,84.96525415854708,300.0,222.50670809202052,71.0,71.63399989520848
455,15.0,69.38974139602239,32.0,40.84842639614921,48.0,54.77236171763947,55.0,36.855456055978934,16.0,25.656305841206535,26.0,29.19339791464654
456,107.0,34.32862993847861,61.0,72.50920970915315,72.0,69.56458669773875,26.0,82.39173130460836,44.0,47.07139465937942,43.0,49.61344959920289
457,126.0,17.549902669880154,118.0,83.08389484450088,155.0,128.98667178912436,12.0,102.50667100837146,55.0,81.19654543832267,105.0,118.4134225485559
458,145.0,14.450858991777224,84.0,82.29372365197736,168.0,173.65397037340642,6.0,120.72867147503834,56.0,61.476914521483835,144.0,134.4725320188608
459,128.0,20.92545377085159,107.0,105.36328742045572,155.0,153.11279876105937,5.0,105.0937296566901,74.0,74.80192281500803,125.0,128.64896841603377
460,96.0,11.843147590624628,72.0,77.7810170637025,101.0,119.53270108392388,3.0,77.50257735227208,53.0,52.1311004183044,100.0,82.90372016339987
461,92.0,25.40265094603464,63.0,76.02753116981717,118.0,140.89441388575565,15.0,73.2827559151149,44.0,48.10333395200455,117.0,99.55816791901819
462,22.0,50.4932462066613,24.0,41.23387325823083,40.0,49.428823680951524,34.5,10.422677149855978,14.0,12.991455879551637,20.0,29.25335727747065
463,33.0,15.610403943279254,92.0,77.93065345370752,105.0,87.9896626219221,1.0,21.35515931442401,52.0,60.89851607269847,57.0,77.53335383617835
464,38.0,20.976472262468956,127.0,82.24512877930077,167.0,160.5296152218104,10.0,23.905880139424045,52.0,82.46769443851282,124.0,131.47181227399832
465,29.0,18.568242605161338,81.0,70.65674804269882,179.0,169.06026099773905,8.0,18.825103990809218,42.0,52.467143713988285,147.0,146.09064346507841
466,27.0,29.8554264797192,81.0,70.80133174502235,139.0,158.75629043165355,18.0,15.853543273311544,44.0,53.649734665839496,127.0,111.94743737500777
467,24.0,16.8162837557901,108.0,87.39168688531865,108.0,123.71726411065433,9.0,14.2969603840319,62.0,73.35499520400391,100.0,92.37078559808555
468,34.0,21.847178333256974,73.0,85.47279554938126,102.0,104.19506609408657,11.0,20.418854564236177,52.0,45.10523096649289,88.0,89.98907904990836
469,92.0,75.1665330674063,10.0,20.610069955316867,22.0,29.490632743554496,51.0,62.69304681112696,6.0,10.61702357044207,14.0,32.85357585549272
470,106.0,100.44920790948407,7.0,14.183900050197284,23.0,27.62202211404061,76.0,75.85569050927009,2.0,8.357609609302084,11.0,33.311104728585924
471,175.0,160.66816078437617,7.0,15.890098221027106,19.0,28.948488108122692,129.0,135.8004300807479,3.0,9.676364224820063,14.0,29.318240067101506
472,153.0,152.03104809107407,10.0,21.265828280198647,36.0,33.87440433701268,126.0,117.57079205084588,6.0,8.903514848920707,18.0,43.45505030172525
473,128.0,134.9566217873429,10.0,19.026350421434913,22.0,27.72102592334666,106.0,88.5108519816902,6.0,10.489522515337036,14.0,30.571781677390575
474,165.0,167.26065560833044,25.0,36.05337996596866,30.0,27.651714321053614,132.0,131.16427154246077,24.0,20.95991243985213,14.0,37.13724396392456
475,119.0,156.35685646790898,62.0,77.92408893899442,44.0,52.102349547591785,122.0,87.34945950032525,61.0,45.26824097889977,40.0,44.87144796437775
476,36.0,83.0716550097645,45.0,57.57505359988328,41.0,42.76407054297908,41.0,26.956085144324405,27.0,32.7519078879929,23.0,32.38675377081911
477,32.0,65.94064541172634,91.0,101.5369770538563,98.0,96.05483446385816,31.0,27.358845328244065,77.0,67.38365127026351,75.0,80.85763977864774
478,52.0,80.51658457068012,101.0,107.50223177053498,152.0,173.92804828978615,40.0,39.82077203644222,77.0,78.5658649418568,131.0,120.32272219369187
479,52.0,76.84657202108235,146.0,150.69493403481994,106.0,114.93094291888401,35.0,40.14765036075654,121.0,105.75041233494755,83.0,90.77870898992555
480,49.0,92.20803155135314,129.0,123.94443080996143,87.0,85.88372116595951,44.0,39.01863586096414,103.0,100.87760664866431,71.0,72.20209689248261
481,47.0,78.84634642807062,81.0,86.44946536810771,64.0,54.590737828001195,39.0,38.61759573462823,63.0,60.916291581753164,46.0,55.01358583755656
482,42.0,91.51737089401057,97.0,94.96083489604821,64.0,52.21043606906874,43.0,33.71863001781917,73.0,74.96632157717599,43.0,52.011257111710854
483,73.0,-3.1414319403522972,32.0,53.94400050917099,40.0,41.14118499922732,1.0,56.56375501303238,18.0,19.107447235221056,21.0,29.443654783153292
484,1.0,12.00469691770424,86.0,94.47126133064995,101.0,103.72052031793845,20.0,6.020825259324765,63.0,50.07136112356446,71.0,77.51061224169749
485,1.0,14.680523894440892,128.0,123.09492305271446,183.0,163.59191124412786,16.0,7.6585298409670575,91.0,90.08567874190206,134.0,142.49637418101668
486,12.0,27.959567762897912,146.0,155.99616406970648,139.0,147.6158540562492,26.0,16.696174945094064,119.0,105.19295018047762,124.0,117.30069818121768
487,120.0,52.4097356495192,124.0,129.66695679416011,96.0,107.57094183288832,53.0,79.01415313143382,99.0,88.1734867362444,82.0,84.96007576077253
488,105.0,120.26439506036841,100.0,120.01232753877994,85.0,93.56312151126079,108.0,78.13054703354646,88.0,72.82046807316293,71.0,67.0641305254378
489,135.0,132.9959419704434,94.0,117.55183981239045,68.0,56.95949023325169,125.0,87.54451592455992,85.0,72.1010852790983,40.0,58.543799438493224
490,21.0,-1.8885282314803162,10.0,21.085703730724294,11.0,16.05238349420437,1.0,18.73566578372583,2.0,3.012407750648232,5.0,6.061080654075649
491,23.0,12.675252216728492,30.0,40.56239240127795,23.0,23.775383360237953,20.0,16.977447393140512,20.0,11.447037330456794,10.0,18.977540048451065
492,25.0,25.311399162544454,29.0,38.97610300568675,36.0,42.653962823698336,33.0,19.79763350656757,17.0,12.152983559862083,27.0,28.39404228219697
493,15.0,21.77274742329449,56.0,62.691624857734226,38.0,34.47723450945911,22.0,13.485867564289757,44.0,31.54663731413366,22.0,30.233476253089695
494,9.0,15.178479640663433,38.0,44.69684894181323,36.0,38.56015703371363,13.0,11.139105271370301,25.0,23.056092616696603,24.0,27.604725048119207
495,12.0,11.606293591186523,37.0,46.77650666018489,38.0,43.33546667559301,12.0,11.732309072487716,26.0,21.737190357629565,31.0,32.01563819564758
496,7.0,9.300962951302093,24.0,32.86057200488602,27.0,26.191121881036747,11.0,9.656907033046563,14.0,16.973360791980667,15.0,24.514745949561156
497,33.0,15.316662872058284,29.0,42.73167130453808,36.0,43.33143690724275,18.0,20.865552676782052,21.0,10.159777905647509,23.0,24.17256218484233
498,33.0,16.578563757856084,29.0,41.972968825354336,50.0,50.188224647193785,13.0,21.440598669226738,23.0,12.612045019736165,34.0,34.73584910514262
499,46.0,31.12909701154012,39.0,46.89066899828833,80.0,84.68272178622065,36.0,29.44011742599948,26.0,22.21565956375522,64.0,66.70472771016897
500,53.0,31.30671054549237,43.0,48.034740515455915,71.0,67.43515646450709,30.0,40.51231736830696,29.0,27.433031168213617,50.0,65.3538155756983
501,39.0,64.74241403512441,40.0,51.92065000830099,73.0,78.94127960936322,64.0,27.10125135772766,28.0,25.30957460912615,60.0,63.55303382916643
502,93.0,113.41794052338778,56.0,62.088691773603145,54.0,45.17230247702537,78.0,71.04653623979767,42.0,31.322165992496277,35.0,47.38322382120502
503,96.0,105.7932856038592,62.0,60.62232254000696,79.0,72.8687576310225,85.0,70.28329657670815,42.0,46.39227068422696,58.0,69.96801189531452
