FECHA,HORA,D_viento,H_relativa,P_atmosferica,Temperatura,V_viento,Pluviometria,PM2_5
140401,1700,145.674,38.279,1004.67,23.715,1.5,0.0,12.0
140401,1800,165.219,38.085,1004.0,23.58,1.1,0.0,21.0
140401,1900,195.356,45.301,1004.0,21.813,0.8,0.0,45.0
140401,2000,263.279,58.633,1004.92,18.747,0.6,0.0,47.0
140401,2100,219.082,67.173,1005.0,16.653,0.8,0.0,40.0
140401,2200,253.813,72.519,1005.0,15.385,0.9,0.0,18.0
140401,2300,237.838,68.872,1004.33,15.756,1.5,0.0,8.0
140402,1700,271.928,30.302,1004.25,24.37,1.6,0.0,11.0
140402,1800,275.122,36.317,1005.0,23.056,2.2,0.0,10.0
140402,1900,255.202,50.234,1005.0,19.655,1.9,0.0,15.0
140402,2000,241.164,62.211,1005.0,16.877,1.9,0.0,15.0
140402,2100,237.011,70.369,1005.5,15.015,1.8,0.0,11.0
140402,2200,237.212,73.511,1006.0,13.693,2.1,0.0,11.0
140402,2300,240.056,74.268,1006.0,12.9,1.8,0.0,11.0
140403,1700,138.431,76.483,1006.83,13.52,1.5,0.0,27.0
140403,1800,149.003,77.918,1006.83,13.291,1.7,0.0,43.0
140403,1900,123.161,81.58,1007.0,12.484,1.4,0.0,44.0
140403,2000,55.688,89.958,1007.0,10.845,0.5,0.0,71.0
140403,2100,113.754,89.208,1007.0,11.292,0.4,0.0,27.0
140403,2200,183.82,84.05,1007.0,12.155,1.2,0.0,27.0
140403,2300,197.706,83.683,1006.42,12.231,1.2,0.0,50.0
140404,1700,174.094,56.126,1006.0,18.371,1.2,0.0,28.0
140404,1800,164.723,59.381,1006.0,17.785,1.3,0.0,51.0
140404,1900,124.545,65.723,1006.0,16.347,1.0,0.0,64.0
140404,2000,268.767,77.282,1006.0,13.639,0.4,0.0,103.0
140404,2100,301.049,84.1,1006.0,12.005,0.6,0.0,85.0
140404,2200,293.693,88.992,1006.0,10.554,0.2,0.0,202.0
140404,2300,125.259,92.55,1006.0,9.567,0.4,0.0,256.0
140405,1700,146.233,49.772,1003.0,20.361,1.5,0.1,20.0
140405,1800,114.851,49.898,1003.0,20.148,1.2,0.1,49.0
140405,1900,142.129,57.94,1003.0,18.26,1.1,0.1,61.0
140405,2000,310.806,70.693,1003.0,15.131,0.5,0.1,87.0
140405,2100,254.183,77.769,1003.0,13.262,0.6,0.1,120.0
140405,2200,251.757,84.25,1003.0,12.044,0.6,0.1,89.0
140405,2300,232.506,87.167,1002.08,11.534,0.9,0.1,27.0
140406,1700,75.052,67.166,1005.0,15.754,2.1,0.0,28.0
140406,1800,58.609,69.135,1005.0,15.218,2.4,0.0,36.0
140406,1900,66.817,73.932,1006.0,14.033,2.1,0.0,39.0
140406,2000,47.348,77.211,1006.67,13.37,2.2,0.0,45.0
140406,2100,41.89,81.541,1007.0,12.441,1.7,0.0,63.0
140406,2200,358.009,86.083,1007.0,11.422,0.7,0.0,61.0
140406,2300,164.1,91.417,1007.0,9.817,0.6,0.0,84.0
140407,1700,265.432,55.809,1008.0,17.66,2.6,1.3,7.0
140407,1800,287.696,59.484,1008.75,17.25,2.3,1.3,14.0
140407,1900,291.372,68.047,1009.33,15.852,2.3,1.3,9.0
140407,2000,305.897,76.479,1010.0,14.636,1.2,1.3,36.0
140407,2100,59.441,83.367,1010.0,13.738,0.5,1.3,27.0
140407,2200,50.128,84.975,1009.83,12.926,1.5,1.3,13.0
140407,2300,79.514,88.35,1010.83,11.498,1.1,1.3,25.0
140408,1700,179.738,33.631,1006.5,23.422,2.2,0.0,34.0
140408,1800,188.964,36.214,1006.0,22.832,2.1,0.0,20.0
140408,1900,174.056,43.371,1006.17,20.152,0.8,0.0,39.0
140408,2000,244.417,56.437,1006.75,16.997,0.9,0.0,61.0
140408,2100,255.956,64.854,1007.0,15.542,0.9,0.0,58.0
140408,2200,247.288,69.122,1007.0,14.872,0.8,0.0,64.0
140408,2300,211.726,78.705,1007.0,12.939,0.6,0.0,63.0
140409,1700,177.537,61.307,1005.83,18.918,1.9,0.0,13.0
140409,1800,175.274,63.232,1006.0,18.446,2.1,0.0,16.0
140409,1900,183.194,65.378,1006.58,17.132,2.0,0.0,24.0
140409,2000,212.225,66.255,1007.33,15.723,1.4,0.0,41.0
140409,2100,230.91,69.268,1008.0,14.584,1.1,0.0,22.0
140409,2200,207.384,71.096,1008.5,14.362,2.0,0.0,17.0
140409,2300,219.109,75.889,1009.0,13.565,1.8,0.0,9.0
140410,1700,185.325,31.422,1008.92,20.422,3.9,0.0,5.0
140410,1800,185.53,34.345,1009.0,19.24,3.5,0.0,9.0
140410,1900,199.43,40.716,1009.0,17.079,2.5,0.0,16.0
140410,2000,221.582,47.253,1009.67,15.293,2.0,0.0,19.0
140410,2100,223.249,52.955,1010.0,14.411,2.2,0.0,11.0
140410,2200,223.1,56.193,1010.17,13.698,1.8,0.0,16.0
140410,2300,244.333,62.755,1010.0,12.106,0.8,0.0,28.0
140411,1700,53.422,60.802,1011.0,15.758,2.8,0.0,28.0
140411,1800,44.611,59.133,1011.0,15.593,2.5,0.0,31.0
140411,1900,53.318,59.922,1011.0,15.232,1.7,0.0,62.0
140411,2000,59.41,62.468,1011.75,14.841,0.7,0.0,78.0
140411,2100,140.852,67.801,1012.08,14.366,0.6,0.0,150.0
140411,2200,169.038,79.608,1013.0,13.122,0.6,0.0,145.0
140411,2300,85.153,89.117,1013.0,11.935,0.6,0.0,133.0
140412,1700,194.464,28.816,1008.0,20.132,3.7,0.0,9.0
140412,1800,190.502,31.628,1008.0,18.804,3.4,0.0,13.0
140412,1900,204.557,40.727,1008.25,16.612,2.5,0.0,14.0
140412,2000,211.665,48.455,1009.0,15.339,2.7,0.0,13.0
140412,2100,220.0,55.047,1009.0,14.386,3.0,0.0,12.0
140412,2200,216.425,58.412,1009.0,13.408,2.6,0.0,15.0
140412,2300,218.008,60.495,1009.0,12.406,2.2,0.0,12.0
140413,1700,178.408,30.958,1004.0,21.898,2.4,0.0,9.0
140413,1800,201.061,28.942,1004.0,21.278,2.4,0.0,9.0
140413,1900,208.508,30.788,1004.0,20.112,2.8,0.0,15.0
140413,2000,207.81,33.755,1004.5,18.671,2.5,0.0,8.0
140413,2100,217.89,38.702,1005.0,17.378,2.2,0.0,8.0
140413,2200,212.682,45.56,1005.0,16.692,2.3,0.0,5.0
140413,2300,220.306,51.102,1005.58,15.579,1.7,0.0,20.0
140414,1700,182.827,39.053,1001.0,25.898,3.1,0.0,12.0
140414,1800,178.63,42.097,1001.0,24.845,2.5,0.0,20.0
140414,1900,200.921,51.651,1001.0,21.837,1.1,0.0,39.0
140414,2000,233.344,60.3,1001.83,18.827,1.0,0.0,41.0
140414,2100,205.879,62.894,1002.0,17.325,0.8,0.0,42.0
140414,2200,192.07,61.852,1002.58,17.121,1.2,0.0,36.0
140414,2300,136.432,68.496,1003.0,15.471,0.7,0.0,55.0
140415,1700,161.005,49.348,1001.0,23.618,2.2,0.0,11.0
140415,1800,156.317,50.827,1001.0,22.422,2.1,0.0,19.0
140415,1900,64.639,56.294,1001.33,20.798,0.7,0.0,35.0
140415,2000,255.498,63.931,1002.0,18.804,1.1,0.0,12.0
140415,2100,252.817,65.858,1002.25,18.244,1.5,0.0,12.0
140415,2200,239.484,69.469,1003.0,17.386,1.5,0.0,12.0
140415,2300,234.01,71.423,1003.83,16.638,1.3,0.0,10.0
140416,1700,174.83,37.641,1006.0,22.071,3.1,0.0,8.0
140416,1800,178.689,39.743,1006.08,21.099,2.7,0.0,23.0
140416,1900,185.162,46.716,1007.0,18.968,1.9,0.0,27.0
140416,2000,193.495,52.782,1008.0,17.315,2.0,0.0,15.0
140416,2100,208.905,57.74,1008.83,16.168,1.6,0.0,19.0
140416,2200,225.363,60.165,1009.0,15.088,2.0,0.0,13.0
140416,2300,212.886,62.58,1009.0,14.182,2.1,0.0,13.0
140417,1700,188.22,25.481,1006.0,20.709,3.3,0.0,16.0
140417,1800,186.914,29.222,1006.0,19.438,2.6,0.0,27.0
140417,1900,204.686,35.902,1006.0,16.862,1.6,0.0,37.0
140417,2000,205.043,42.32,1006.58,14.722,1.1,0.0,84.0
140417,2100,292.945,51.946,1007.0,12.075,0.6,0.0,83.0
140417,2200,234.593,57.876,1007.0,10.954,1.0,0.0,34.0
140417,2300,184.468,60.208,1007.92,10.47,0.9,0.0,49.0
140418,1700,144.335,39.888,1006.17,17.966,1.6,0.0,19.0
140418,1800,103.508,41.556,1006.0,17.668,1.0,0.0,38.0
140418,1900,36.619,52.828,1006.58,14.427,0.7,0.0,142.0
140418,2000,51.298,64.969,1007.0,11.425,0.5,0.0,255.0
140418,2100,18.087,71.671,1007.0,10.033,0.6,0.0,249.0
140418,2200,26.442,76.087,1007.0,9.042,0.8,0.0,126.0
140418,2300,33.435,78.775,1007.67,8.256,1.0,0.0,124.0
140419,1700,169.412,28.962,1005.0,22.833,2.5,0.0,8.0
140419,1800,167.616,31.838,1005.0,21.719,1.9,0.0,28.0
140419,1900,211.144,40.622,1005.17,18.713,1.0,0.0,58.0
140419,2000,217.2,48.685,1006.0,15.992,1.1,0.0,66.0
140419,2100,183.755,55.955,1006.0,13.982,0.9,0.0,68.0
140419,2200,231.272,60.277,1006.0,13.532,0.8,0.0,47.0
140419,2300,199.397,65.746,1006.08,12.603,0.9,0.0,61.0
140420,1700,177.172,25.902,1005.0,23.402,3.0,0.0,11.0
140420,1800,196.365,27.242,1005.0,22.63,2.2,0.0,26.0
140420,1900,213.822,30.462,1005.08,19.689,1.5,0.0,55.0
140420,2000,246.436,39.134,1006.0,16.408,1.0,0.0,40.0
140420,2100,213.765,42.605,1006.0,15.941,1.3,0.0,13.0
140420,2200,232.695,40.633,1006.92,17.285,1.9,0.0,15.0
140420,2300,232.253,44.587,1007.0,15.81,1.5,0.0,12.0
140421,1700,180.147,36.429,1004.08,24.068,3.3,0.0,7.0
140421,1800,190.026,39.941,1004.0,22.732,2.9,0.0,7.0
140421,1900,205.549,45.881,1004.42,20.457,2.0,0.0,34.0
140421,2000,233.595,54.551,1005.0,18.029,1.1,0.0,31.0
140421,2100,241.157,60.404,1005.0,16.692,1.4,0.0,19.0
140421,2200,224.972,61.398,1005.0,16.65,1.8,0.0,11.0
140421,2300,216.608,64.857,1005.0,16.065,1.6,0.0,9.0
140422,1700,165.315,43.828,1001.58,22.681,2.0,0.0,30.0
140422,1800,150.415,47.423,1001.0,21.849,1.5,0.0,57.0
140422,1900,46.046,58.998,1001.5,18.802,0.7,0.0,74.0
140422,2000,18.479,68.558,1002.0,16.139,0.5,0.0,199.0
140422,2100,132.699,74.752,1002.58,14.665,0.4,0.0,185.0
140422,2200,16.151,79.182,1003.0,13.568,0.6,0.0,71.0
140422,2300,23.132,83.083,1003.0,12.47,0.6,0.0,73.0
140423,1700,105.666,66.776,1004.83,17.731,1.5,0.0,49.0
140423,1800,121.427,68.611,1005.0,17.47,1.2,0.0,76.0
140423,1900,39.25,78.842,1005.0,15.075,0.5,0.0,139.0
140423,2000,321.723,87.725,1005.0,12.709,0.3,0.0,226.0
140423,2100,30.315,92.367,1005.0,11.388,0.3,0.0,233.0
140423,2200,341.942,93.267,1005.83,10.61,0.3,0.0,174.0
140423,2300,14.073,94.417,1006.0,10.014,0.6,0.0,74.0
140424,1700,65.498,66.129,1003.0,18.286,1.9,0.0,60.0
140424,1800,82.159,67.904,1003.0,17.957,1.1,0.0,103.0
140424,1900,7.381,78.152,1003.0,15.417,0.2,0.0,176.0
140424,2000,346.539,87.158,1003.83,13.211,0.2,0.0,282.0
140424,2100,349.9,91.267,1004.0,11.988,0.3,0.0,441.0
140424,2200,95.023,92.325,1004.0,11.098,0.5,0.0,355.0
140424,2300,82.874,93.008,1004.0,10.366,0.7,0.0,172.0
140425,1700,0.507,66.526,1003.0,16.192,1.9,0.0,16.0
140425,1800,349.948,73.348,1003.25,14.7,1.7,0.0,30.0
140425,1900,324.043,80.322,1004.0,13.22,1.0,0.0,43.0
140425,2000,4.966,84.408,1004.0,12.408,0.6,0.0,28.0
140425,2100,347.27,84.033,1004.0,12.82,1.2,0.0,27.0
140425,2200,341.423,83.333,1004.17,12.941,1.6,0.0,23.0
140425,2300,341.418,84.0,1004.0,12.73,1.7,0.0,19.0
140426,1700,255.487,61.309,1007.0,16.387,0.6,0.0,22.0
140426,1800,289.684,62.602,1007.0,16.162,0.7,0.0,49.0
140426,1900,290.54,71.527,1007.0,14.348,0.7,0.0,37.0
140426,2000,273.466,72.665,1007.08,13.614,1.1,0.0,27.0
140426,2100,231.403,73.19,1008.0,13.312,1.2,0.0,16.0
140426,2200,251.805,71.996,1008.0,13.676,0.9,0.0,39.0
140426,2300,185.766,75.352,1008.08,13.105,1.0,0.0,42.0
140427,1700,182.231,44.534,1007.08,19.559,3.6,0.0,8.0
140427,1800,191.638,45.712,1008.0,18.392,3.3,0.0,16.0
140427,1900,199.083,49.558,1008.08,16.448,2.6,0.0,12.0
140427,2000,210.298,46.482,1009.0,14.707,2.5,0.0,17.0
140427,2100,233.728,45.908,1009.0,13.202,2.1,0.0,9.0
140427,2200,212.943,48.641,1009.0,12.51,2.5,0.0,11.0
140427,2300,226.407,55.822,1009.0,11.488,1.8,0.0,8.0
140428,1700,163.249,39.364,1004.0,18.852,1.9,0.0,28.0
140428,1800,180.316,39.277,1004.0,18.218,1.8,0.0,68.0
140428,1900,179.86,48.441,1004.0,15.163,0.9,0.0,143.0
140428,2000,4.068,62.031,1004.0,11.828,0.5,0.0,240.0
140428,2100,1.176,70.051,1004.75,10.34,0.7,0.0,319.0
140428,2200,48.676,76.273,1005.0,9.246,0.6,0.0,268.0
140428,2300,359.764,79.279,1005.0,8.226,0.3,0.0,234.0
140429,1700,149.096,40.877,1004.0,18.875,1.5,0.0,24.0
140429,1800,155.916,43.493,1004.0,17.957,1.4,0.0,72.0
140429,1900,338.914,56.996,1005.0,14.252,0.5,0.0,177.0
140429,2000,10.379,68.813,1005.0,11.342,0.1,0.0,418.0
140429,2100,50.475,75.502,1005.0,9.881,0.2,0.0,462.0
140429,2200,14.419,81.142,1005.0,8.474,0.4,0.0,242.0
140429,2300,23.221,84.392,1005.0,7.626,0.6,0.0,219.0
140430,1700,336.54,45.5,1007.42,17.328,2.0,12.6,26.0
140430,1800,260.072,68.494,1008.42,14.857,1.2,12.6,84.0
140430,1900,67.244,87.375,1009.0,12.864,1.0,12.6,45.0
140430,2000,38.675,83.058,1008.42,12.435,2.9,12.6,36.0
140430,2100,71.637,84.717,1008.42,11.701,2.0,12.6,74.0
140430,2200,29.964,93.592,1008.67,10.855,1.0,12.6,65.0
140430,2300,34.606,92.675,1007.83,10.808,1.9,12.6,49.0
140501,1700,19.042,88.442,1001.0,13.372,4.0,20.0,16.0
140501,1800,16.792,89.458,1001.0,13.542,3.6,20.0,27.0
140501,1900,24.751,95.017,1001.58,13.118,2.0,20.0,34.0
140501,2000,81.323,97.9,1002.08,12.568,1.3,20.0,39.0
140501,2100,52.795,97.675,1003.0,12.568,1.5,20.0,20.0
140501,2200,35.076,96.933,1003.0,12.479,2.3,20.0,27.0
140501,2300,48.298,97.0,1003.17,12.222,1.9,20.0,13.0
140502,1700,51.538,96.983,1003.0,13.255,3.1,60.2,24.0
140502,1800,44.208,97.791,1003.09,13.076,2.4,60.2,19.0
140502,1900,43.505,97.558,1003.58,12.925,2.1,60.2,30.0
140502,2000,37.124,97.867,1003.83,12.723,1.9,60.2,38.0
140502,2100,33.411,98.242,1004.0,12.602,1.1,60.2,52.0
140502,2200,64.785,98.467,1004.67,12.547,1.2,60.2,22.0
140502,2300,49.635,98.075,1004.0,12.558,2.4,60.2,28.0
140503,1700,296.466,65.242,1006.25,21.368,2.6,0.0,10.0
140503,1800,317.029,68.1,1007.17,19.392,2.2,0.0,13.0
140503,1900,243.743,76.182,1008.33,17.762,0.8,0.0,6.0
140503,2000,292.948,82.407,1009.08,16.574,1.7,0.0,22.0
140503,2100,322.311,87.542,1009.0,15.333,1.2,0.0,52.0
140503,2200,0.899,90.683,1009.0,14.817,0.9,0.0,94.0
140503,2300,236.416,94.267,1009.0,14.038,0.8,0.0,154.0
140504,1700,205.451,70.858,1009.0,19.14,1.4,0.0,22.0
140504,1800,159.238,76.398,1008.83,18.279,0.4,0.0,90.0
140504,1900,235.132,83.517,1008.83,17.107,0.4,0.0,124.0
140504,2000,268.949,87.558,1009.0,16.531,0.7,0.0,121.0
140504,2100,250.897,88.358,1009.0,16.308,0.8,0.0,39.0
140504,2200,216.278,87.942,1009.0,16.197,1.2,0.0,16.0
140504,2300,199.91,84.4,1009.0,16.024,1.6,0.0,7.0
140505,1700,154.915,64.317,1007.0,17.629,1.8,0.0,25.0
140505,1800,191.341,69.123,1007.83,16.8,0.8,0.0,54.0
140505,1900,357.166,80.117,1007.67,15.09,0.2,0.0,135.0
140505,2000,21.081,85.175,1007.67,14.366,0.4,0.0,138.0
140505,2100,347.259,89.458,1008.0,13.6,0.3,0.0,129.0
140505,2200,69.074,91.85,1007.0,13.184,0.4,0.0,140.0
140505,2300,312.886,93.758,1007.0,12.533,0.4,0.0,169.0
140506,1700,106.684,58.574,1006.08,19.467,1.2,0.0,41.0
140506,1800,62.538,62.625,1007.0,18.705,0.9,0.0,57.0
140506,1900,10.582,72.877,1007.0,17.123,0.7,0.0,135.0
140506,2000,105.855,80.331,1007.42,15.821,0.5,0.0,273.0
140506,2100,226.284,84.017,1008.0,15.128,0.6,0.0,163.0
140506,2200,200.328,84.467,1008.25,15.066,0.7,0.0,95.0
140506,2300,132.711,84.758,1009.0,15.124,0.7,0.0,129.0
140507,1700,196.861,57.062,1007.0,24.299,2.8,0.0,8.0
140507,1800,193.767,64.089,1007.0,22.425,2.3,0.0,16.0
140507,1900,209.793,73.158,1007.0,20.431,2.0,0.0,12.0
140507,2000,206.039,79.251,1007.08,19.265,1.7,0.0,19.0
140507,2100,212.603,83.383,1007.33,18.508,2.1,0.0,12.0
140507,2200,210.184,85.617,1007.0,17.785,1.9,0.0,12.0
140507,2300,217.904,87.025,1007.0,17.062,2.0,0.0,11.0
140508,1700,148.897,80.268,1005.67,16.436,1.8,0.0,28.0
140508,1800,139.516,83.625,1006.0,15.755,1.1,0.0,72.0
140508,1900,112.794,89.608,1006.0,14.428,0.4,0.0,113.0
140508,2000,260.414,94.167,1006.33,13.388,0.5,0.0,194.0
140508,2100,209.288,95.517,1006.83,12.718,0.3,0.0,216.0
140508,2200,321.181,97.042,1006.42,12.116,0.2,0.0,233.0
140508,2300,217.885,97.45,1006.67,11.764,0.5,0.0,370.0
140509,1700,85.276,83.033,1008.0,14.93,1.6,0.0,25.0
140509,1800,45.306,83.908,1008.0,14.608,1.4,0.0,49.0
140509,1900,31.958,87.142,1008.0,13.901,0.9,0.0,71.0
140509,2000,34.782,88.975,1008.0,13.684,1.0,0.0,84.0
140509,2100,44.542,89.433,1008.0,13.637,0.5,0.0,68.0
140509,2200,19.046,88.325,1008.0,13.781,0.7,0.0,86.0
140509,2300,3.949,88.367,1008.0,13.827,0.5,0.0,66.0
140510,1700,99.25,79.756,1005.0,14.812,1.2,0.8,28.0
140510,1800,117.51,82.05,1005.0,14.466,1.1,0.8,47.0
140510,1900,106.403,85.758,1005.08,13.942,0.7,0.8,116.0
140510,2000,48.628,92.8,1005.33,12.58,0.3,0.8,133.0
140510,2100,343.728,95.492,1005.92,11.802,0.3,0.8,280.0
140510,2200,24.0,80.5,1009.0,17.3,1.65,0.8,223.0
140510,2300,213.0,100.0,1007.5,11.9,0.8,0.8,121.0
140511,1700,229.729,78.636,1006.46,12.33,1.45,0.0,19.0
140511,1800,177.392,85.25,1006.085,10.46,1.25,0.0,23.0
140511,1900,230.823,73.754,1005.0,13.482,1.55,0.0,22.0
140511,2000,24.771,86.896,1004.0,12.205,1.0,0.0,30.0
140511,2100,229.729,78.636,1006.46,12.33,1.45,0.0,29.0
140511,2200,229.729,78.636,1006.46,12.33,1.45,0.0,28.0
140511,2300,129.416,86.7,1006.5,9.807,1.25,0.0,24.0
140512,1700,229.729,78.636,1006.46,12.33,1.45,0.0,38.0
140512,1800,229.729,78.636,1006.46,12.33,1.45,0.0,84.0
140512,1900,229.729,78.636,1006.46,12.33,1.45,0.0,133.0
140512,2000,229.729,78.636,1006.46,12.33,1.45,0.0,75.0
140512,2100,229.769,77.038,1005.335,13.627,0.6,0.0,47.0
140512,2200,229.729,78.636,1006.46,12.33,1.45,0.0,58.0
140512,2300,24.771,86.896,1004.0,12.205,1.0,0.0,30.0
140513,1700,235.938,91.596,1008.5,8.439,0.9,0.1,69.0
140513,1800,267.252,92.275,1014.835,3.489,0.544,0.1,107.0
140513,1900,257.951,94.85,1008.25,2.752,0.9,0.1,144.0
140513,2000,148.129,82.102,1008.5,10.472,0.7,0.1,146.0
140513,2100,176.794,96.988,1010.835,5.64,0.65,0.1,219.0
140513,2200,70.307,83.464,1007.0,8.078,0.703,0.1,362.0
140513,2300,192.606,78.809,1004.665,12.556,0.75,0.1,85.0
140514,1700,229.729,78.636,1006.46,12.33,1.45,0.0,38.0
140514,1800,229.729,78.636,1006.46,12.33,1.45,0.0,86.0
140514,1900,229.729,78.636,1006.46,12.33,1.45,0.0,96.0
140514,2000,229.729,78.636,1006.46,12.33,1.45,0.0,200.0
140514,2100,229.729,78.636,1006.46,12.33,1.45,0.0,106.0
140514,2200,229.729,78.636,1006.46,12.33,1.45,0.0,56.0
140514,2300,229.729,78.636,1006.46,12.33,1.45,0.0,52.0
140515,1700,137.265,75.816,1007.42,17.345,1.2,0.2,29.0
140515,1800,88.729,81.395,1008.0,16.239,1.4,0.2,62.0
140515,1900,30.499,87.392,1008.0,14.905,1.2,0.2,79.0
140515,2000,39.442,90.817,1008.0,14.176,0.9,0.2,109.0
140515,2100,60.825,93.883,1008.42,13.2,0.5,0.2,281.0
140515,2200,245.433,96.192,1009.0,12.122,0.3,0.2,333.0
140515,2300,59.31,97.1,1009.0,11.271,0.6,0.2,60.0
140516,1700,207.947,48.634,1009.0,16.988,3.5,0.8,13.0
140516,1800,204.443,53.02,1009.0,15.038,2.7,0.8,16.0
140516,1900,215.024,63.57,1009.0,13.196,2.2,0.8,27.0
140516,2000,221.082,64.864,1009.0,12.166,2.3,0.8,6.0
140516,2100,210.834,63.983,1009.58,11.396,2.7,0.8,9.0
140516,2200,209.583,65.712,1010.0,10.506,1.9,0.8,14.0
140516,2300,213.15,69.227,1010.0,9.53,2.1,0.8,12.0
140517,1700,178.132,58.454,1004.83,14.442,1.0,1.5,36.0
140517,1800,183.722,61.16,1004.92,14.156,1.0,1.5,92.0
140517,1900,65.539,67.445,1004.92,13.024,0.7,1.5,123.0
140517,2000,4.476,76.035,1005.0,11.762,0.7,1.5,117.0
140517,2100,37.362,78.038,1005.0,11.321,0.8,1.5,145.0
140517,2200,15.085,81.952,1005.0,11.063,0.8,1.5,106.0
140517,2300,303.183,86.475,1005.0,10.314,0.4,1.5,92.0
140518,1700,289.379,91.008,1007.0,12.227,0.6,0.0,52.0
140518,1800,315.985,91.258,1007.08,12.31,0.6,0.0,101.0
140518,1900,339.539,93.442,1007.92,11.765,0.6,0.0,153.0
140518,2000,245.136,97.125,1008.0,10.652,0.7,0.0,213.0
140518,2100,243.021,98.392,1007.83,10.159,1.0,0.0,214.0
140518,2200,229.248,98.55,1008.0,9.584,0.7,0.0,337.0
140518,2300,145.192,98.85,1008.0,9.254,0.6,0.0,313.0
140519,1700,111.691,88.925,1005.67,11.858,1.1,0.0,34.0
140519,1800,81.225,89.425,1005.0,11.446,1.2,0.0,72.0
140519,1900,62.362,91.667,1005.0,10.799,1.3,0.0,46.0
140519,2000,68.004,92.808,1005.0,10.532,0.8,0.0,117.0
140519,2100,326.213,96.025,1005.0,9.678,0.3,0.0,219.0
140519,2200,124.544,97.908,1005.0,9.196,0.5,0.0,144.0
140519,2300,7.649,98.325,1005.0,9.199,0.8,0.0,75.0
140520,1700,325.885,87.975,1002.0,12.294,3.1,14.8,7.0
140520,1800,306.514,90.133,1002.75,11.0,2.7,14.8,16.0
140520,1900,5.873,83.727,1002.83,10.951,2.9,14.8,18.0
140520,2000,27.587,88.408,1003.17,9.909,2.9,14.8,32.0
140520,2100,35.24,91.192,1004.0,9.573,1.7,14.8,20.0
140520,2200,25.416,94.042,1004.75,9.424,2.1,14.8,34.0
140520,2300,21.498,95.275,1005.0,9.368,1.7,14.8,32.0
140521,1700,23.051,74.369,1006.25,11.929,2.9,6.4,18.0
140521,1800,3.301,76.047,1007.0,10.845,1.6,6.4,77.0
140521,1900,116.638,82.075,1007.75,10.208,0.8,6.4,129.0
140521,2000,90.526,88.283,1008.5,9.744,0.8,6.4,121.0
140521,2100,71.27,95.017,1009.0,9.109,0.7,6.4,136.0
140521,2200,17.78,96.333,1008.92,8.301,0.4,6.4,220.0
140521,2300,21.644,98.217,1008.25,7.094,0.6,6.4,294.0
140522,1700,330.92,72.216,1007.0,14.679,1.2,0.0,34.5
140522,1800,274.78,80.442,1007.0,12.998,0.7,0.0,34.5
140522,1900,46.195,92.625,1007.0,10.008,0.7,0.0,479.0
140522,2000,253.727,96.575,1007.0,8.558,0.6,0.0,305.0
140522,2100,287.6,94.367,1007.0,8.047,0.9,0.0,220.0
140522,2200,280.798,89.283,1007.25,7.474,0.6,0.0,340.0
140522,2300,46.397,90.933,1007.67,6.442,0.8,0.0,283.0
140523,1700,355.97,49.102,1005.92,15.695,0.7,0.0,90.0
140523,1800,314.601,63.54,1005.0,12.733,0.5,0.0,298.0
140523,1900,17.367,83.192,1005.25,9.218,0.4,0.0,346.0
140523,2000,5.427,90.825,1006.0,7.577,0.6,0.0,316.0
140523,2100,13.742,93.258,1006.0,6.619,0.6,0.0,229.0
140523,2200,16.823,96.192,1006.0,5.636,0.6,0.0,245.0
140523,2300,51.498,97.383,1006.0,4.999,0.7,0.0,168.0
140524,1700,333.823,55.608,1008.42,15.572,2.2,0.0,22.0
140524,1800,307.314,68.194,1009.0,13.182,1.1,0.0,19.0
140524,1900,271.821,76.993,1009.5,11.411,1.7,0.0,10.0
140524,2000,278.568,79.164,1010.0,10.465,1.7,0.0,36.0
140524,2100,267.457,84.008,1010.0,9.466,0.9,0.0,256.0
140524,2200,135.06,91.417,1010.83,7.666,0.8,0.0,339.0
140524,2300,135.793,94.867,1011.0,6.636,0.7,0.0,445.0
140525,1700,192.724,66.661,1011.58,13.746,1.7,0.0,58.0
140525,1800,217.712,73.882,1011.92,12.13,1.1,0.0,168.0
140525,1900,288.202,82.875,1012.0,10.252,0.9,0.0,189.0
140525,2000,18.407,91.275,1012.0,8.357,0.6,0.0,353.0
140525,2100,301.245,94.775,1012.0,7.379,0.5,0.0,689.0
140525,2200,170.062,96.225,1012.0,6.688,0.5,0.0,687.0
140525,2300,346.64,97.183,1011.92,5.953,0.4,0.0,435.0
140526,1700,221.734,65.685,1008.75,14.168,0.9,0.0,125.0
140526,1800,251.577,72.168,1008.5,13.23,0.8,0.0,181.0
140526,1900,289.661,80.087,1009.0,11.848,0.7,0.0,167.0
140526,2000,273.342,87.175,1009.0,10.438,0.3,0.0,296.0
140526,2100,200.066,91.75,1009.0,9.397,0.4,0.0,624.0
140526,2200,162.18,93.667,1009.0,9.041,0.5,0.0,615.0
140526,2300,188.987,94.533,1009.0,8.824,0.5,0.0,502.0
140527,1700,328.548,55.786,1001.0,16.904,1.0,0.0,90.0
140527,1800,10.945,69.422,1001.0,14.058,0.7,0.0,158.0
140527,1900,25.08,82.382,1001.0,11.35,1.0,0.0,308.0
140527,2000,41.228,88.058,1001.0,9.694,1.1,0.0,316.0
140527,2100,42.063,93.65,1000.83,8.114,0.9,0.0,200.0
140527,2200,334.575,96.75,1001.0,6.984,0.4,0.0,213.0
